
10000;10



21036;20990;10;448;440;0;8;0;0;

25000;50



48106;48030;10;445;440;0;9;10;0;
47003;46930;10;512;510;10;11;0;10;
52978;52890;10;547;540;0;11;0;10;
48834;48780;0;463;460;0;10;10;0;
49998;49900;30;450;450;0;10;10;0;
53391;53310;10;493;490;0;10;10;0;
53764;53680;10;524;530;0;10;10;0;
52865;52790;0;462;460;0;10;10;0;
52427;52340;20;481;480;0;11;20;0;
50910;50810;20;472;470;0;10;10;0;

50000;10



36024;35950;20;2208;2210;0;11;10;0;
38226;38160;10;1879;1870;0;16;20;0;
37706;37650;10;1854;1850;0;14;20;0;
38340;38280;10;1944;1940;0;14;10;10;
35500;35440;10;1972;1960;0;15;10;10;
35445;35390;0;1881;1880;0;15;10;0;
36540;36490;10;1878;1870;10;14;10;0;
32451;32380;30;1776;1770;10;13;10;0;
32192;32150;0;1776;1770;0;13;10;0;
32001;31950;30;1773;1760;0;13;10;0;

50000;25



88350;88220;20;1782;1780;0;15;10;0;
99501;99330;20;1850;1840;0;19;10;0;
87734;87590;20;1795;1790;0;15;20;0;
89315;89190;10;1787;1790;0;16;10;10;
97561;97400;20;1860;1850;10;18;10;0;
104811;104660;0;1930;1920;10;17;10;0;
91602;91460;10;1773;1770;0;15;20;0;
100537;100370;20;1835;1830;0;17;10;0;
103716;103540;20;1873;1860;10;18;10;0;
89585;89440;30;1788;1790;0;16;10;0;

50000;50



211011;210700;30;1797;1790;0;20;20;0;
201152;200850;50;1799;1800;0;19;10;10;
205941;205630;90;1810;1800;0;19;20;0;
209493;209150;50;1798;1790;0;19;20;10;
208194;207880;40;2250;2240;0;23;20;10;
3925153;216020;40;1807;1800;0;19;20;0;
200216;200030;40;1795;1790;0;19;20;0;
208264;208020;70;1883;1880;10;19;10;0;
214246;213960;110;1791;1790;0;19;20;0;
214613;214380;60;1790;1790;0;20;20;0;

100000;10



157932;157750;20;7602;7590;10;31;30;0;
171692;171500;40;7247;7240;0;29;30;0;
149177;148990;60;7480;7470;10;29;30;0;
172677;172450;50;7718;7700;0;34;30;10;
165302;165130;30;7475;7470;0;28;20;0;
171054;170840;40;7657;7640;0;31;20;10;
148779;148600;50;7074;7070;0;28;20;0;
163014;162820;100;7259;7250;0;30;20;10;
151459;151250;80;7025;7020;0;28;20;10;
137133;137000;30;7067;7070;0;28;10;20;

100000;25



475480;474910;150;7266;7260;0;32;30;10;
473815;473280;120;7766;7760;0;36;30;0;
433289;432860;60;7321;7320;0;34;30;0;
471211;470780;130;7342;7330;0;34;30;10;
477880;477580;70;7043;7040;0;32;20;20;

10000;10



1;0;0;0;0;0;2;0;0;
1;0;0;0;0;0;2;0;0;
1;0;0;0;0;0;2;0;0;
0;0;0;0;0;0;3;0;0;
1;0;0;0;0;0;2;0;0;
1;0;0;0;0;0;2;0;0;
0;10;0;0;0;0;3;10;0;
0;0;0;0;0;0;2;0;10;
1;0;0;1;0;0;2;0;0;
1;0;0;0;0;0;2;0;0;

10000;25



2;0;0;0;0;0;2;0;0;
1;10;0;1;0;0;3;0;10;
2;0;0;1;0;0;3;0;10;
2;0;0;1;0;0;3;0;0;
2;0;0;1;0;0;3;0;0;
1;10;0;1;0;0;2;10;0;
2;0;0;1;0;0;3;0;0;
2;0;0;1;0;0;2;0;0;
2;0;0;1;0;0;2;10;0;
1;10;0;1;0;0;3;0;0;

10000;50



3;0;0;2;0;0;4;0;10;
3;0;0;1;0;0;4;0;0;
3;0;10;1;0;10;4;0;0;
3;0;0;1;0;0;4;0;0;
3;0;0;2;0;0;3;0;0;
4;0;0;1;0;0;3;0;0;
4;10;0;2;0;0;4;10;0;
4;0;0;1;0;0;3;10;0;
4;10;0;1;0;0;4;0;0;
4;10;0;1;0;0;4;10;0;

25000;10



1;0;0;2;10;0;4;10;0;
2;0;0;0;0;0;7;10;0;
1;0;0;1;0;0;5;10;0;
2;0;0;1;0;0;6;0;0;
2;0;0;1;0;0;6;0;0;
2;0;0;1;0;0;6;0;0;
1;0;0;0;0;0;6;0;10;
2;0;0;1;0;0;5;0;10;
1;0;0;0;0;0;6;10;0;
2;0;0;1;0;0;6;10;0;

25000;25



3;10;0;3;0;0;8;10;0;
4;0;10;2;0;10;7;0;0;
4;0;0;3;0;0;8;10;0;
4;10;0;1;0;0;7;10;0;
4;0;0;3;10;0;7;0;0;
3;10;0;2;0;0;7;0;0;
4;0;0;2;0;0;8;10;0;
3;0;0;2;0;0;7;0;0;
3;10;0;3;0;0;8;0;0;
5;10;0;2;10;0;6;0;10;

25000;50



9;10;0;4;0;0;9;10;0;
7;10;0;4;0;0;9;10;0;
8;0;0;4;0;0;9;10;0;
8;10;0;4;0;0;10;10;0;
7;0;0;4;0;0;10;10;0;
8;10;0;5;0;0;9;10;0;
8;10;0;4;10;0;9;10;0;
7;10;0;4;0;0;10;10;0;
8;10;0;4;0;0;10;20;0;
8;10;0;3;10;0;9;10;10;

50000;10



3;0;0;2;0;0;9;10;0;
3;0;0;1;0;0;11;10;0;
2;0;0;1;0;0;13;10;10;
3;0;0;2;0;0;11;0;0;
3;0;0;2;0;0;11;10;0;
2;0;0;2;0;0;14;10;0;
2;0;0;2;0;10;12;10;0;
3;0;0;2;0;0;12;0;0;
3;10;0;1;0;0;13;10;0;
3;0;0;2;0;0;13;10;0;

50000;25



7;10;0;4;10;0;14;20;10;
8;0;0;4;0;0;15;10;10;
8;10;0;3;10;0;15;20;0;
7;10;10;4;0;0;14;10;0;
7;10;0;4;10;0;14;20;0;
7;0;0;3;0;0;14;10;0;
7;0;0;4;0;0;16;10;10;
8;10;0;4;10;0;14;10;0;
7;10;0;4;10;0;14;10;0;
8;10;0;3;0;10;15;10;0;

50000;50



16;20;0;8;10;0;22;20;0;
17;10;10;10;20;0;19;10;0;
16;20;0;10;10;0;21;10;10;
18;20;0;9;10;0;21;10;0;
17;10;0;9;10;0;21;20;0;
16;20;0;8;10;0;19;10;10;
16;20;0;9;0;10;18;20;0;
14;20;0;8;10;0;17;20;0;
14;20;0;8;10;0;18;10;0;
15;20;0;7;0;0;18;10;10;

100000;10



5;10;0;4;10;0;25;20;0;
7;10;0;3;0;0;23;10;10;
5;10;0;4;0;10;25;20;0;
6;10;0;3;10;0;25;20;0;
5;0;0;3;0;10;24;20;0;
6;10;0;3;0;0;25;20;10;
5;10;0;3;0;0;25;10;0;
6;10;10;4;0;0;24;30;0;
5;10;0;3;10;0;24;20;0;
5;0;0;3;10;0;25;10;10;

100000;25



13;10;0;9;10;0;27;20;0;
14;0;0;8;10;0;28;30;0;
13;20;0;8;0;10;28;30;0;
13;10;0;8;10;0;29;30;0;
13;10;0;7;10;0;29;20;0;
14;10;0;7;10;0;29;30;0;
13;10;0;7;10;0;29;20;0;
14;20;0;7;0;0;30;20;10;
14;10;0;8;10;0;30;20;0;
14;10;0;7;10;0;29;30;0;

100000;50



31;30;0;17;20;0;39;30;10;
29;30;0;16;20;0;38;40;0;
29;30;10;17;10;0;37;30;0;
30;30;0;18;20;0;36;30;10;
31;30;0;18;20;0;37;40;10;
32;30;0;17;20;0;36;20;20;
30;30;0;16;20;0;35;30;10;
31;30;0;17;20;0;38;30;10;
31;30;0;15;20;0;36;30;0;
32;30;0;15;10;0;38;30;10;

250000;10



14;20;0;7;10;0;56;60;10;
13;10;0;8;10;0;65;50;20;
13;10;0;8;10;0;63;60;0;
15;10;0;8;0;0;65;60;10;
15;20;0;9;10;0;66;60;10;
13;10;0;9;10;0;68;60;0;
14;10;0;8;10;0;66;40;20;
13;0;10;9;0;0;67;50;10;
14;20;0;9;10;0;69;60;10;
13;10;0;9;10;0;72;50;20;

250000;25



34;30;0;19;20;0;79;70;10;
35;40;0;19;20;0;78;70;10;
37;30;0;19;20;0;81;80;0;
33;30;0;18;20;0;77;70;10;
36;30;0;19;20;0;79;60;20;
38;40;0;17;10;0;88;60;20;
35;30;0;20;20;0;83;70;20;
35;30;0;19;20;0;83;40;20;
35;40;0;19;20;0;82;60;10;
35;40;0;19;20;0;79;60;10;

250000;50



75;70;0;39;30;0;91;80;10;
74;70;0;38;40;0;93;80;10;
74;70;0;41;40;0;116;80;10;
72;70;0;40;30;0;107;90;10;
76;80;0;40;40;0;101;90;10;
75;70;10;38;30;0;112;90;10;
75;70;0;40;40;0;103;90;10;
74;70;0;42;40;0;170;90;30;
74;80;0;40;40;0;152;90;30;
75;70;0;41;40;0;153;100;10;

500000;10



28;20;10;18;20;0;109;110;0;
25;30;0;20;20;0;262;120;50;
26;30;0;16;20;0;246;130;10;
26;30;0;16;20;0;244;100;60;
28;20;0;18;10;0;222;110;30;
27;20;0;17;10;0;228;130;20;
27;30;0;16;20;0;201;110;30;
26;20;0;15;10;0;238;90;60;
27;30;0;17;20;0;211;90;50;
39;30;10;17;10;0;224;120;30;

500000;25




10000;10



2528;2520;0;145;140;0;2;10;0;
2520;2510;0;143;140;0;2;0;0;
2515;2510;0;143;140;0;2;0;0;
2526;2520;10;146;150;0;2;0;0;
2518;2520;0;145;140;0;2;10;0;
2518;2510;10;146;150;0;2;0;0;
2528;2520;10;144;140;0;2;0;0;
2522;2520;0;143;140;10;2;0;0;
2516;2500;10;148;150;0;2;0;0;
2611;2610;0;155;150;0;2;0;0;

10000;25



6611;6610;10;146;150;0;3;0;0;
6548;6540;0;144;140;0;2;0;0;
6518;6510;0;147;150;0;2;0;0;
6495;6480;10;142;150;0;3;0;0;
6514;6500;0;145;150;0;2;0;10;
6530;6520;10;146;150;0;2;0;0;
6543;6540;0;151;140;10;3;0;0;
6547;6540;0;148;150;0;3;0;0;
6471;6470;0;154;150;0;3;0;0;
6470;6450;10;141;130;0;2;10;0;

10000;50



14448;14430;0;153;160;0;3;0;0;
14586;14570;0;143;140;0;3;10;0;
14584;14570;0;147;140;0;3;0;0;
14388;14370;0;147;140;0;4;0;0;
14380;14370;0;143;140;0;3;0;0;
14002;13990;0;141;140;0;3;0;0;
14023;14020;0;141;140;0;3;10;0;
13917;13900;0;141;140;0;3;0;0;
13905;13900;0;141;140;0;3;0;0;
13935;13930;0;143;140;0;3;0;0;

25000;10



15560;15550;0;886;880;0;5;0;0;
15568;15560;0;891;880;0;5;10;0;
15589;15580;0;885;890;0;5;0;0;
15584;15570;0;879;880;0;5;10;0;
15576;15570;0;884;890;0;5;0;0;
15587;15580;0;891;890;0;5;0;10;
16179;16160;0;919;920;0;5;0;0;
16963;16950;0;936;940;0;5;10;0;
16779;16770;0;963;970;0;5;0;0;
16941;16920;0;917;920;0;5;0;0;

25000;25



42710;42670;0;961;960;0;7;10;0;
43507;43460;0;965;970;0;6;0;0;
42343;42300;0;1000;1000;0;7;10;0;
41710;41670;10;889;880;0;6;10;0;
40270;40240;10;896;890;0;6;0;0;
40257;40220;10;893;900;0;5;0;10;
40262;40230;0;900;900;0;6;0;10;
40357;40330;0;901;900;0;6;10;0;
40224;40190;10;895;890;0;6;10;0;
42075;42040;0;895;900;0;7;0;0;

25000;50



88662;88580;10;898;900;0;8;10;0;
94881;94790;0;970;960;10;8;10;0;
92002;91920;0;971;970;0;9;10;0;
95570;95470;20;959;960;0;8;10;0;
95018;94920;20;972;970;0;9;0;10;
95015;94920;0;964;960;0;8;0;10;
95447;95350;10;965;960;0;9;0;10;
94972;94910;0;955;950;0;8;10;0;
93720;93630;10;927;930;0;8;0;0;
94708;94620;0;959;960;0;10;10;0;

50000;10



64594;64540;0;3594;3590;0;9;10;0;
66776;66700;10;3935;3930;0;12;10;10;
67488;67420;0;3855;3850;0;11;10;10;
67746;67670;10;3797;3790;0;12;10;0;
67662;67600;0;3835;3840;0;11;10;0;
67125;67050;10;3816;3800;0;11;10;0;
69173;69100;0;3814;3810;0;11;10;10;
67001;66940;0;3811;3800;10;14;0;10;
66123;66020;0;3583;3580;0;10;10;0;
65174;65080;10;3836;3830;0;12;0;0;

50000;25



167323;167060;20;3576;3570;0;14;10;0;
162202;161980;10;3524;3520;0;12;10;0;
159613;159390;30;3511;3510;0;12;20;0;
159351;159140;10;3530;3530;0;13;10;0;
2219428;173300;20;4427;4420;0;12;10;0;
172715;172500;20;3606;3600;0;12;10;0;
161389;161240;10;3576;3570;0;13;10;0;
168184;168010;10;3575;3580;0;13;10;10;
159584;159490;0;3573;3560;0;12;10;0;
168608;168330;100;3573;3570;0;13;20;0;

50000;50



358860;358530;20;3608;3600;0;17;10;0;
354452;354150;20;3582;3580;0;17;10;0;
358599;358100;170;3571;3560;0;17;10;10;
356695;356210;60;3587;3580;0;17;20;0;
355945;355410;50;3577;3570;0;17;10;0;
351940;351540;50;3568;3560;0;17;10;0;
355628;355000;140;4061;4050;0;18;20;0;
361235;360700;30;3684;3680;0;18;10;10;
361402;360850;60;3576;3580;0;17;20;0;
355362;354790;100;3566;3570;0;18;0;0;
